Data Year,County,Fuel Type,Make,Model,Number of Vehicles
2012,Tehama,Diesel,,,3179
2012,Tehama,Flex Fuel,,,1145
2012,Tehama,Gasoline,,,33130
2012,Tehama,Gasoline Hybrid,,,317
2012,Tehama,Natural Gas,,,2
2012,Tehama,PHEV,Chevrolet,Volt,1
2012,Tehama,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Tehama,Propane,,,1
2012,Trinity,Electric,Nissan,LEAF,2
2012,Trinity,Bio Diesel,,,7
2012,Trinity,Diesel,,,1007
2012,Trinity,Flex Fuel,,,211
2012,Trinity,Gasoline,,,9351
2012,Trinity,Gasoline Hybrid,,,57
2012,Trinity,PHEV,Chevrolet,Volt,1
2012,Trinity,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Tulare,Electric,Ford,Ranger,1
2012,Tulare,Electric,Nissan,LEAF,13
2012,Tulare,Bio Diesel,,,221
2012,Tulare,Diesel,,,7870
2012,Tulare,Flex Fuel,,,8611
2012,Tulare,Gasoline,,,212224
2012,Tulare,Gasoline Hybrid,,,1854
2012,Tulare,Natural Gas,,,16
2012,Tulare,PHEV,Chevrolet,Volt,9
2012,Tulare,PHEV,Toyota,Prius Plug-in Hybrid,8
2012,Tulare,Propane,,,6
2012,Tuolumne,Electric,Nissan,LEAF,2
2012,Tuolumne,Bio Diesel,,,25
2012,Tuolumne,Diesel,,,2731
2012,Tuolumne,Flex Fuel,,,986
2012,Tuolumne,Gasoline,,,37781
2012,Tuolumne,Gasoline Hybrid,,,458
2012,Tuolumne,Natural Gas,,,2
2012,Tuolumne,PHEV,Chevrolet,Volt,4
2012,Tuolumne,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Tuolumne,Propane,,,1
2012,Ventura,Electric,BMW,ActiveE,26
2012,Ventura,Electric,Ford,Ranger,9
2012,Ventura,Electric,Ford,Focus,1
2012,Ventura,Electric,Honda,Fit EV,1
2012,Ventura,Electric,MINI,Mini E,7
2012,Ventura,Electric,Nissan,LEAF,121
2012,Ventura,Electric,Tesla,Roadster,9
2012,Ventura,Electric,Tesla,Model S,4
2012,Ventura,Bio Diesel,,,312
2012,Ventura,Diesel,,,11295
2012,Ventura,Flex Fuel,,,14222
2012,Ventura,Gasoline,,,496610
2012,Ventura,Gasoline Hybrid,,,12142
2012,Ventura,Natural Gas,,,69
2012,Ventura,PHEV,Chevrolet,Volt,249
2012,Ventura,PHEV,Fisker,Karma,4
2012,Ventura,PHEV,Toyota,Prius Plug-in Hybrid,60
2012,Ventura,Propane,,,9
2012,Yolo,Electric,BMW,ActiveE,5
2012,Yolo,Electric,Honda,Fit EV,1
2012,Yolo,Electric,Mitsubishi,i-MiEV,2
2012,Yolo,Electric,Nissan,LEAF,35
2012,Yolo,Electric,Toyota,RAV4 EV,1
2012,Yolo,Bio Diesel,,,124
2012,Yolo,Diesel,,,3759
2012,Yolo,Flex Fuel,,,2849
2012,Yolo,Gasoline,,,99613
2012,Yolo,Gasoline Hybrid,,,3056
2012,Yolo,Natural Gas,,,29
2012,Yolo,PHEV,Chevrolet,Volt,26
2012,Yolo,PHEV,Toyota,Prius Plug-in Hybrid,17
2012,Yolo,Propane,,,7
2012,Yuba,Electric,Ford,Focus,1
2012,Yuba,Electric,Nissan,LEAF,3
2012,Yuba,Bio Diesel,,,41
2012,Yuba,Diesel,,,2112
2012,Yuba,Flex Fuel,,,1095
2012,Yuba,Gasoline,,,36738
2012,Yuba,Gasoline Hybrid,,,464
2012,Yuba,Natural Gas,,,4
2012,Yuba,PHEV,Chevrolet,Volt,2
2012,Yuba,Propane,,,2
2012,Out Of State,Electric,BMW,ActiveE,1
2012,Out Of State,Electric,Ford,Ranger,2
2012,Out Of State,Electric,Ford,Focus,1
2012,Out Of State,Electric,Nissan,LEAF,100
2012,Out Of State,Electric,Smart,Fortwo Electric Drive,2
2012,Out Of State,Electric,Tesla,Roadster,6
2012,Out Of State,Bio Diesel,,,630
2012,Out Of State,Diesel,,,4347
2012,Out Of State,Flex Fuel,,,87855
2012,Out Of State,Gasoline,,,380811
2012,Out Of State,Gasoline Hybrid,,,6789
2012,Out Of State,Natural Gas,,,489
2012,Out Of State,PHEV,Chevrolet,Volt,152
2012,Out Of State,PHEV,Fisker,Karma,8
2012,Out Of State,PHEV,Toyota,Prius Plug-in Hybrid,30
2012,Out Of State,Propane,,,5
2013,Alameda,Electric,BMW,ActiveE,19
2013,Alameda,Electric,Chevrolet,Spark EV,15
2013,Alameda,Electric,FIAT,500e,9
2013,Alameda,Electric,Ford,Transit Connect Electric,1
2013,Alameda,Electric,Ford,Ranger,3
2013,Alameda,Electric,Ford,Focus,77
2013,Alameda,Electric,Honda,Fit EV,24
2013,Alameda,Electric,Mitsubishi,i-MiEV,18
2013,Alameda,Electric,Nissan,LEAF,1331
2013,Alameda,Electric,Smart,Fortwo Electric Drive,13
2013,Alameda,Electric,Tesla,Roadster,27
2013,Alameda,Electric,Tesla,Model S,364
2013,Alameda,Electric,Toyota,RAV4 EV,68
2013,Alameda,Bio Diesel,,,295
2013,Alameda,Diesel,,,12792
2013,Alameda,Flex Fuel,,,17713
2013,Alameda,Gasoline,,,851565
2013,Alameda,Gasoline Hybrid,,,34632
2013,Alameda,Natural Gas,,,296
2013,Alameda,PHEV,Chevrolet,Volt,819
2013,Alameda,PHEV,Fisker,Karma,6
2013,Alameda,PHEV,Ford,Fusion Energi,62
2013,Alameda,PHEV,Ford,C-MAX Energi,102
2013,Alameda,PHEV,Honda,Accord Plug-In,18
2013,Alameda,PHEV,Toyota,Prius Plug-in Hybrid,646
2013,Alameda,Propane,,,29
2013,Alpine,Electric,Smart,Fortwo Electric Drive,1
2013,Alpine,Bio Diesel,,,1
2013,Alpine,Diesel,,,88
2013,Alpine,Flex Fuel,,,29
2013,Alpine,Gasoline,,,910
2013,Alpine,Gasoline Hybrid,,,11
2013,Alpine,PHEV,Chevrolet,Volt,1
2013,Amador,Electric,Ford,Focus,1
2013,Amador,Electric,Nissan,LEAF,3
2013,Amador,Electric,Toyota,RAV4 EV,1
2013,Amador,Bio Diesel,,,33
2013,Amador,Diesel,,,2244
2013,Amador,Flex Fuel,,,845
2013,Amador,Gasoline,,,27851
2013,Amador,Gasoline Hybrid,,,474
2013,Amador,Natural Gas,,,6
2013,Amador,PHEV,Chevrolet,Volt,3
2013,Amador,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,Amador,Propane,,,8
2013,Butte,Electric,Nissan,LEAF,24
2013,Butte,Electric,Smart,Fortwo Electric Drive,1
2013,Butte,Electric,Tesla,Model S,5
2013,Butte,Electric,Toyota,RAV4 EV,1
2013,Butte,Bio Diesel,,,289
2013,Butte,Diesel,,,7199
2013,Butte,Flex Fuel,,,4113
2013,Butte,Gasoline,,,121902
2013,Butte,Gasoline Hybrid,,,2317
2013,Butte,Natural Gas,,,7
2013,Butte,PHEV,Chevrolet,Volt,17
2013,Butte,PHEV,Ford,Fusion Energi,1
2013,Butte,PHEV,Ford,C-MAX Energi,3
2013,Butte,PHEV,Toyota,Prius Plug-in Hybrid,17
2013,Butte,Propane,,,3
2013,Calaveras,Electric,Nissan,LEAF,6
2013,Calaveras,Electric,Tesla,Roadster,1
2013,Calaveras,Electric,Tesla,Model S,4
2013,Calaveras,Electric,Toyota,RAV4 EV,2
2013,Calaveras,Bio Diesel,,,47
2013,Calaveras,Diesel,,,3235
2013,Calaveras,Flex Fuel,,,1100
2013,Calaveras,Gasoline,,,35840
2013,Calaveras,Gasoline Hybrid,,,615
2013,Calaveras,Natural Gas,,,1
2013,Calaveras,PHEV,Chevrolet,Volt,10
2013,Calaveras,PHEV,Ford,Fusion Energi,2
2013,Calaveras,PHEV,Toyota,Prius Plug-in Hybrid,2
2013,Calaveras,Propane,,,5
2013,Colusa,Bio Diesel,,,113
2013,Colusa,Diesel,,,1163
2013,Colusa,Flex Fuel,,,803
2013,Colusa,Gasoline,,,12794
2013,Colusa,Gasoline Hybrid,,,116
2013,Colusa,PHEV,Chevrolet,Volt,1
2013,Colusa,Propane,,,8
2013,Contra Costa,Electric,BMW,ActiveE,12
2013,Contra Costa,Electric,Chevrolet,Spark EV,12
2013,Contra Costa,Electric,FIAT,500e,2
2013,Contra Costa,Electric,Ford,Transit Connect Electric,2
2013,Contra Costa,Electric,Ford,Focus,35
2013,Contra Costa,Electric,Honda,Fit EV,16
2013,Contra Costa,Electric,Mitsubishi,i-MiEV,12
2013,Contra Costa,Electric,Nissan,LEAF,479
2013,Contra Costa,Electric,Smart,Fortwo Electric Drive,5
2013,Contra Costa,Electric,Tesla,Roadster,17
2013,Contra Costa,Electric,Tesla,Model S,247
2013,Contra Costa,Electric,Toyota,RAV4 EV,40
2013,Contra Costa,Bio Diesel,,,377
2013,Contra Costa,Diesel,,,12379
2013,Contra Costa,Flex Fuel,,,16572
2013,Contra Costa,Gasoline,,,645330
2013,Contra Costa,Gasoline Hybrid,,,23368
2013,Contra Costa,Natural Gas,,,201
2013,Contra Costa,PHEV,Chevrolet,Volt,502
2013,Contra Costa,PHEV,Fisker,Karma,10
2013,Contra Costa,PHEV,Ford,Fusion Energi,81
2013,Contra Costa,PHEV,Ford,C-MAX Energi,78
2013,Contra Costa,PHEV,Honda,Accord Plug-In,9
2013,Contra Costa,PHEV,Toyota,Prius Plug-in Hybrid,370
2013,Contra Costa,Propane,,,25
2013,Del Norte,Electric,Nissan,LEAF,1
2013,Del Norte,Bio Diesel,,,16
2013,Del Norte,Diesel,,,1175
2013,Del Norte,Flex Fuel,,,510
2013,Del Norte,Gasoline,,,13938
2013,Del Norte,Gasoline Hybrid,,,190
2013,Del Norte,Natural Gas,,,1
2013,Del Norte,PHEV,Chevrolet,Volt,8
2013,Del Norte,PHEV,Toyota,Prius Plug-in Hybrid,3
2013,El Dorado,Electric,Chevrolet,Spark EV,1
2013,El Dorado,Electric,Ford,Focus,6
2013,El Dorado,Electric,Honda,Fit EV,1
2013,El Dorado,Electric,Mitsubishi,i-MiEV,1
2013,El Dorado,Electric,Nissan,LEAF,49
2013,El Dorado,Electric,Tesla,Model S,31
2013,El Dorado,Electric,Toyota,RAV4 EV,2
2013,El Dorado,Bio Diesel,,,168
2013,El Dorado,Diesel,,,7464
2013,El Dorado,Flex Fuel,,,3258
2013,El Dorado,Gasoline,,,119084
2013,El Dorado,Gasoline Hybrid,,,3063
2013,El Dorado,Natural Gas,,,9
2013,El Dorado,PHEV,Chevrolet,Volt,68
2013,El Dorado,PHEV,Fisker,Karma,1
2013,El Dorado,PHEV,Ford,Fusion Energi,10
2013,El Dorado,PHEV,Ford,C-MAX Energi,11
2013,El Dorado,PHEV,Honda,Accord Plug-In,1
2013,El Dorado,PHEV,Toyota,Prius Plug-in Hybrid,30
2013,El Dorado,Propane,,,4
2013,Fresno,Electric,Chevrolet,Spark EV,1
2013,Fresno,Electric,FIAT,500e,2
2013,Fresno,Electric,Ford,Focus,2
2013,Fresno,Electric,Mitsubishi,i-MiEV,15
2013,Fresno,Electric,Nissan,LEAF,55
2013,Fresno,Electric,Tesla,Roadster,5
2013,Fresno,Electric,Tesla,Model S,14
2013,Fresno,Electric,Toyota,RAV4 EV,1
2013,Fresno,Bio Diesel,,,474
2013,Fresno,Diesel,,,11394
2013,Fresno,Flex Fuel,,,19676
2013,Fresno,Gasoline,,,465479
2013,Fresno,Gasoline Hybrid,,,6357
2013,Fresno,Natural Gas,,,27
2013,Fresno,PHEV,Chevrolet,Volt,83
2013,Fresno,PHEV,Fisker,Karma,2
2013,Fresno,PHEV,Ford,Fusion Energi,6
2013,Fresno,PHEV,Ford,C-MAX Energi,5
2013,Fresno,PHEV,Honda,Accord Plug-In,3
2013,Fresno,PHEV,Toyota,Prius Plug-in Hybrid,32
2013,Fresno,Propane,,,20
2013,Glenn,Bio Diesel,,,91
2013,Glenn,Diesel,,,1509
2013,Glenn,Flex Fuel,,,818
2013,Glenn,Gasoline,,,16496
2013,Glenn,Gasoline Hybrid,,,147
2013,Glenn,PHEV,Chevrolet,Volt,1
2013,Glenn,PHEV,Ford,C-MAX Energi,1
2013,Humboldt,Electric,Ford,Focus,2
2013,Humboldt,Electric,Honda,Fit EV,1
2013,Humboldt,Electric,Mitsubishi,i-MiEV,1
2013,Humboldt,Electric,Nissan,LEAF,17
2013,Humboldt,Electric,Smart,Fortwo Electric Drive,1
2013,Humboldt,Electric,Tesla,Roadster,1
2013,Humboldt,Electric,Tesla,Model S,4
2013,Humboldt,Bio Diesel,,,160
2013,Humboldt,Diesel,,,7303
2013,Humboldt,Flex Fuel,,,2184
2013,Humboldt,Gasoline,,,80358
2013,Humboldt,Gasoline Hybrid,,,1750
2013,Humboldt,Natural Gas,,,1
2013,Humboldt,PHEV,Chevrolet,Volt,13
2013,Humboldt,PHEV,Ford,Fusion Energi,1
2013,Humboldt,PHEV,Toyota,Prius Plug-in Hybrid,13
2013,Humboldt,Propane,,,4
2013,Imperial,Electric,Ford,Transit Connect Electric,1
2013,Imperial,Electric,Mitsubishi,i-MiEV,1
2013,Imperial,Electric,Tesla,Model S,2
2013,Imperial,Bio Diesel,,,171
2013,Imperial,Diesel,,,2654
2013,Imperial,Flex Fuel,,,4765
2013,Imperial,Gasoline,,,104775
2013,Imperial,Gasoline Hybrid,,,684
2013,Imperial,Natural Gas,,,11
2013,Imperial,PHEV,Chevrolet,Volt,6
2013,Imperial,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Imperial,Propane,,,3
2013,Inyo,Bio Diesel,,,26
2013,Inyo,Diesel,,,1120
2013,Inyo,Flex Fuel,,,424
2013,Inyo,Gasoline,,,13475
2013,Inyo,Gasoline Hybrid,,,171
2013,Inyo,Natural Gas,,,1
2013,Inyo,PHEV,Chevrolet,Volt,1
2013,Inyo,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Inyo,Propane,,,1
2013,Kern,Electric,BMW,ActiveE,1
2013,Kern,Electric,Chevrolet,Spark EV,1
2013,Kern,Electric,FIAT,500e,7
2013,Kern,Electric,Ford,Focus,1
2013,Kern,Electric,Honda,Fit EV,1
2013,Kern,Electric,Mitsubishi,i-MiEV,11
2013,Kern,Electric,Nissan,LEAF,48
2013,Kern,Electric,Smart,Fortwo Electric Drive,2
2013,Kern,Electric,Tesla,Roadster,1
2013,Kern,Electric,Tesla,Model S,17
2013,Kern,Electric,Toyota,RAV4 EV,1
2013,Kern,Bio Diesel,,,837
2013,Kern,Diesel,,,16975
2013,Kern,Flex Fuel,,,22903
2013,Kern,Gasoline,,,413499
2013,Kern,Gasoline Hybrid,,,5009
2013,Kern,Natural Gas,,,25
2013,Kern,PHEV,Chevrolet,Volt,60
2013,Kern,PHEV,Fisker,Karma,2
2013,Kern,PHEV,Ford,Fusion Energi,5
2013,Kern,PHEV,Ford,C-MAX Energi,8
2013,Kern,PHEV,Honda,Accord Plug-In,1
2013,Kern,PHEV,Toyota,Prius Plug-in Hybrid,22
2013,Kern,Propane,,,16
2013,Kings,Electric,Nissan,LEAF,2
2013,Kings,Electric,Tesla,Model S,1
2013,Kings,Bio Diesel,,,128
2013,Kings,Diesel,,,2345
2013,Kings,Flex Fuel,,,3789
2013,Kings,Gasoline,,,64222
2013,Kings,Gasoline Hybrid,,,734
2013,Kings,Natural Gas,,,6
2013,Kings,PHEV,Chevrolet,Volt,5
2013,Kings,PHEV,Toyota,Prius Plug-in Hybrid,3
2013,Kings,Propane,,,4
2013,Lake,Electric,Nissan,LEAF,6
2013,Lake,Electric,Tesla,Model S,1
2013,Lake,Bio Diesel,,,48
2013,Lake,Diesel,,,2838
2013,Lake,Flex Fuel,,,1316
2013,Lake,Gasoline,,,45097
2013,Lake,Gasoline Hybrid,,,758
2013,Lake,Natural Gas,,,3
2013,Lake,PHEV,Chevrolet,Volt,7
2013,Lake,PHEV,Toyota,Prius Plug-in Hybrid,10
2013,Lake,Propane,,,1
2013,Lassen,Bio Diesel,,,72
2013,Lassen,Diesel,,,2038
2013,Lassen,Flex Fuel,,,665
2013,Lassen,Gasoline,,,16119
2013,Lassen,Gasoline Hybrid,,,120
2013,Lassen,PHEV,Chevrolet,Volt,1
2013,Lassen,Propane,,,1
2013,Los Angeles,Electric,BMW,ActiveE,160
2013,Los Angeles,Electric,Chevrolet,Spark EV,66
2013,Los Angeles,Electric,FIAT,500e,118
2013,Los Angeles,Electric,Ford,Transit Connect Electric,39
2013,Los Angeles,Electric,Ford,Ranger,4
2013,Los Angeles,Electric,Ford,Focus,243
2013,Los Angeles,Electric,Honda,Fit EV,81
2013,Los Angeles,Electric,MINI,Mini E,3
2013,Los Angeles,Electric,Mitsubishi,i-MiEV,51
2013,Los Angeles,Electric,Nissan,LEAF,2485
2013,Los Angeles,Electric,Scion,iQ EV,92
2013,Los Angeles,Electric,Smart,Fortwo Electric Drive,56
2013,Los Angeles,Electric,Tesla,Roadster,124
2013,Los Angeles,Electric,Tesla,Model S,1939
2013,Los Angeles,Electric,Toyota,RAV4 EV,246
2013,Los Angeles,Bio Diesel,,,1596
2013,Los Angeles,Diesel,,,57012
2013,Los Angeles,Hydrogen ,Honda,FCX Clarity,17
2013,Los Angeles,Flex Fuel,,,142452
2013,Los Angeles,Gasoline,,,5325662
2013,Los Angeles,Gasoline Hybrid,,,160735
2013,Los Angeles,Natural Gas,,,2448
2013,Los Angeles,PHEV,Chevrolet,Volt,4730
2013,Los Angeles,PHEV,Fisker,Karma,126
2013,Los Angeles,PHEV,Ford,Fusion Energi,257
2013,Los Angeles,PHEV,Ford,C-MAX Energi,306
2013,Los Angeles,PHEV,Honda,Accord Plug-In,58
2013,Los Angeles,PHEV,Toyota,Prius Plug-in Hybrid,2572
2013,Los Angeles,PHEV,Toyota,Prius,96
2013,Los Angeles,Propane,,,98
2013,Madera,Electric,Mitsubishi,i-MiEV,2
2013,Madera,Electric,Nissan,LEAF,9
2013,Madera,Electric,Tesla,Model S,1
2013,Madera,Bio Diesel,,,110
2013,Madera,Diesel,,,3419
2013,Madera,Flex Fuel,,,3273
2013,Madera,Gasoline,,,74334
2013,Madera,Gasoline Hybrid,,,925
2013,Madera,Natural Gas,,,3
2013,Madera,PHEV,Chevrolet,Volt,8
2013,Madera,PHEV,Ford,Fusion Energi,1
2013,Madera,PHEV,Ford,C-MAX Energi,1
2013,Madera,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Madera,Propane,,,6
2013,Marin,Electric,BMW,ActiveE,11
2013,Marin,Electric,Chevrolet,Spark EV,3
2013,Marin,Electric,FIAT,500e,8
2013,Marin,Electric,Ford,Focus,23
2013,Marin,Electric,Honda,Fit EV,6
2013,Marin,Electric,Mitsubishi,i-MiEV,7
2013,Marin,Electric,Nissan,LEAF,221
2013,Marin,Electric,Smart,Fortwo Electric Drive,9
2013,Marin,Electric,Tesla,Roadster,18
2013,Marin,Electric,Tesla,Model S,184
2013,Marin,Electric,Toyota,RAV4 EV,24
2013,Marin,Bio Diesel,,,68
2013,Marin,Diesel,,,3963
2013,Marin,Flex Fuel,,,2691
2013,Marin,Gasoline,,,160404
2013,Marin,Gasoline Hybrid,,,10922
2013,Marin,Natural Gas,,,49
2013,Marin,PHEV,Chevrolet,Volt,204
2013,Marin,PHEV,Fisker,Karma,6
2013,Marin,PHEV,Ford,Fusion Energi,26
2013,Marin,PHEV,Ford,C-MAX Energi,29
2013,Marin,PHEV,Honda,Accord Plug-In,5
2013,Marin,PHEV,Toyota,Prius Plug-in Hybrid,162
2013,Marin,Propane,,,6
2013,Mariposa,Electric,Nissan,LEAF,1
2013,Mariposa,Electric,Tesla,Model S,1
2013,Mariposa,Bio Diesel,,,24
2013,Mariposa,Diesel,,,1150
2013,Mariposa,Flex Fuel,,,427
2013,Mariposa,Gasoline,,,14090
2013,Mariposa,Gasoline Hybrid,,,214
2013,Mariposa,Natural Gas,,,1
2013,Mariposa,PHEV,Chevrolet,Volt,1
2013,Mariposa,PHEV,Toyota,Prius Plug-in Hybrid,2
2013,Mariposa,Propane,,,2
2013,Mendocino,Electric,Chevrolet,Spark EV,1
2013,Mendocino,Electric,Ford,Focus,1
2013,Mendocino,Electric,Nissan,LEAF,8
2013,Mendocino,Electric,Smart,Fortwo Electric Drive,1
2013,Mendocino,Electric,Tesla,Model S,2
2013,Mendocino,Electric,Toyota,RAV4 EV,1
2013,Mendocino,Bio Diesel,,,116
2013,Mendocino,Diesel,,,5058
2013,Mendocino,Flex Fuel,,,1593
2013,Mendocino,Gasoline,,,59728
2013,Mendocino,Gasoline Hybrid,,,1477
2013,Mendocino,Natural Gas,,,1
2013,Mendocino,PHEV,Chevrolet,Volt,14
2013,Mendocino,PHEV,Ford,C-MAX Energi,2
2013,Mendocino,PHEV,Honda,Accord Plug-In,1
2013,Mendocino,PHEV,Toyota,Prius Plug-in Hybrid,12
2013,Mendocino,Propane,,,4
2013,Merced,Electric,Chevrolet,Spark EV,1
2013,Merced,Electric,FIAT,500e,1
2013,Merced,Electric,Nissan,LEAF,7
2013,Merced,Electric,Tesla,Model S,3
2013,Merced,Bio Diesel,,,193
2013,Merced,Diesel,,,4511
2013,Merced,Flex Fuel,,,5029
2013,Merced,Gasoline,,,128331
2013,Merced,Gasoline Hybrid,,,1358
2013,Merced,Natural Gas,,,3
2013,Merced,PHEV,Chevrolet,Volt,12
2013,Merced,PHEV,Ford,Fusion Energi,6
2013,Merced,PHEV,Ford,C-MAX Energi,1
2013,Merced,PHEV,Toyota,Prius Plug-in Hybrid,8
2013,Merced,Propane,,,8
2013,Modoc,Bio Diesel,,,13
2013,Modoc,Diesel,,,827
2013,Modoc,Flex Fuel,,,199
2013,Modoc,Gasoline,,,5319
2013,Modoc,Gasoline Hybrid,,,45
2013,Modoc,Propane,,,1
2013,Mono,Bio Diesel,,,18
2013,Mono,Diesel,,,620
2013,Mono,Flex Fuel,,,255
2013,Mono,Gasoline,,,8638
2013,Mono,Gasoline Hybrid,,,110
2013,Mono,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,Monterey,Electric,BMW,ActiveE,2
2013,Monterey,Electric,FIAT,500e,1
2013,Monterey,Electric,Ford,Focus,1
2013,Monterey,Electric,Honda,Fit EV,1
2013,Monterey,Electric,Mitsubishi,i-MiEV,1
2013,Monterey,Electric,Nissan,LEAF,34
2013,Monterey,Electric,Smart,Fortwo Electric Drive,1
2013,Monterey,Electric,Tesla,Roadster,5
2013,Monterey,Electric,Tesla,Model S,37
2013,Monterey,Electric,Toyota,RAV4 EV,3
2013,Monterey,Bio Diesel,,,223
2013,Monterey,Diesel,,,6416
2013,Monterey,Flex Fuel,,,8229
2013,Monterey,Gasoline,,,231619
2013,Monterey,Gasoline Hybrid,,,5015
2013,Monterey,Natural Gas,,,15
2013,Monterey,PHEV,Chevrolet,Volt,69
2013,Monterey,PHEV,Ford,Fusion Energi,5
2013,Monterey,PHEV,Ford,C-MAX Energi,6
2013,Monterey,PHEV,Honda,Accord Plug-In,1
2013,Monterey,PHEV,Toyota,Prius Plug-in Hybrid,44
2013,Monterey,Propane,,,10
2013,Napa,Electric,BMW,ActiveE,2
2013,Napa,Electric,Chevrolet,Spark EV,2
2013,Napa,Electric,FIAT,500e,1
2013,Napa,Electric,Ford,Ranger,1
2013,Napa,Electric,Nissan,LEAF,37
2013,Napa,Electric,Tesla,Roadster,5
2013,Napa,Electric,Tesla,Model S,46
2013,Napa,Electric,Toyota,RAV4 EV,3
2013,Napa,Bio Diesel,,,143
2013,Napa,Diesel,,,3344
2013,Napa,Flex Fuel,,,2479
2013,Napa,Gasoline,,,85191
2013,Napa,Gasoline Hybrid,,,3140
2013,Napa,Natural Gas,,,20
2013,Napa,PHEV,Chevrolet,Volt,51
2013,Napa,PHEV,Fisker,Karma,2
2013,Napa,PHEV,Ford,Fusion Energi,8
2013,Napa,PHEV,Ford,C-MAX Energi,8
2013,Napa,PHEV,Honda,Accord Plug-In,1
2013,Napa,PHEV,Toyota,Prius Plug-in Hybrid,43
2013,Napa,Propane,,,6
2013,Nevada,Electric,Chevrolet,Spark EV,1
2013,Nevada,Electric,Ford,Focus,3
2013,Nevada,Electric,Nissan,LEAF,14
2013,Nevada,Electric,Tesla,Roadster,1
2013,Nevada,Electric,Tesla,Model S,6
2013,Nevada,Bio Diesel,,,82
2013,Nevada,Diesel,,,4689
2013,Nevada,Flex Fuel,,,1600
2013,Nevada,Gasoline,,,66470
2013,Nevada,Gasoline Hybrid,,,1683
2013,Nevada,Natural Gas,,,1
2013,Nevada,PHEV,Chevrolet,Volt,13
2013,Nevada,PHEV,Ford,Fusion Energi,2
2013,Nevada,PHEV,Ford,C-MAX Energi,2
2013,Nevada,PHEV,Toyota,Prius Plug-in Hybrid,10
2013,Nevada,Propane,,,12
2013,Orange,Electric,BMW,ActiveE,55
2013,Orange,Electric,Chevrolet,Spark EV,25
2013,Orange,Electric,FIAT,500e,34
2013,Orange,Electric,Ford,Transit Connect Electric,1
2013,Orange,Electric,Ford,Ranger,1
2013,Orange,Electric,Ford,Focus,98
2013,Orange,Electric,Honda,Fit EV,39
2013,Orange,Electric,Mitsubishi,i-MiEV,21
2013,Orange,Electric,Nissan,LEAF,1012
2013,Orange,Electric,Smart,Fortwo Electric Drive,41
2013,Orange,Electric,Tesla,Roadster,47
2013,Orange,Electric,Tesla,Model S,833
2013,Orange,Electric,Toyota,RAV4 EV,81
2013,Orange,Bio Diesel,,,1029
2013,Orange,Diesel,,,25542
2013,Orange,Hydrogen ,Honda,FCX Clarity,7
2013,Orange,Flex Fuel,,,50285
2013,Orange,Gasoline,,,1814865
2013,Orange,Gasoline Hybrid,,,52474
2013,Orange,Natural Gas,,,1616
2013,Orange,PHEV,Chevrolet,Volt,1710
2013,Orange,PHEV,Fisker,Karma,80
2013,Orange,PHEV,Ford,Fusion Energi,177
2013,Orange,PHEV,Ford,C-MAX Energi,203
2013,Orange,PHEV,Honda,Accord Plug-In,27
2013,Orange,PHEV,Toyota,Prius Plug-in Hybrid,1622
2013,Orange,Propane,,,52
2013,Placer,Electric,BMW,ActiveE,2
2013,Placer,Electric,FIAT,500e,2
2013,Placer,Electric,Ford,Ranger,2
2013,Placer,Electric,Ford,Focus,7
2013,Placer,Electric,Honda,Fit EV,4
2013,Placer,Electric,Nissan,LEAF,109
2013,Placer,Electric,Tesla,Roadster,3
2013,Placer,Electric,Tesla,Model S,33
2013,Placer,Electric,Toyota,RAV4 EV,6
2013,Placer,Bio Diesel,,,347
2013,Placer,Diesel,,,9879
2013,Placer,Flex Fuel,,,7870
2013,Placer,Gasoline,,,227355
2013,Placer,Gasoline Hybrid,,,6348
2013,Placer,Natural Gas,,,16
2013,Placer,PHEV,Chevrolet,Volt,129
2013,Placer,PHEV,Fisker,Karma,1
2013,Placer,PHEV,Ford,Fusion Energi,17
2013,Placer,PHEV,Ford,C-MAX Energi,19
2013,Placer,PHEV,Honda,Accord Plug-In,2
2013,Placer,PHEV,Toyota,Prius Plug-in Hybrid,51
2013,Placer,Propane,,,15
2013,Plumas,Electric,Chevrolet,Spark EV,1
2013,Plumas,Electric,Toyota,RAV4 EV,1
2013,Plumas,Bio Diesel,,,31
2013,Plumas,Diesel,,,1555
2013,Plumas,Flex Fuel,,,413
2013,Plumas,Gasoline,,,14915
2013,Plumas,Gasoline Hybrid,,,104
2013,Plumas,Natural Gas,,,1
2013,Plumas,PHEV,Chevrolet,Volt,1
2013,Riverside,Electric,BMW,ActiveE,5
2013,Riverside,Electric,Chevrolet,Spark EV,8
2013,Riverside,Electric,FIAT,500e,10
2013,Riverside,Electric,Ford,Focus,14
2013,Riverside,Electric,Honda,Fit EV,11
2013,Riverside,Electric,Mitsubishi,i-MiEV,2
2013,Riverside,Electric,Nissan,LEAF,253
2013,Riverside,Electric,Smart,Fortwo Electric Drive,5
2013,Riverside,Electric,Tesla,Roadster,2
